PC1,PC2,ID,Label
0.43878413089585494,0.6548018014491421,140,finance
0.2923253484574722,0.20017298594074348,141,finance
0.1785106646572171,-0.41882230866246,142,finance
0.20920515794805236,0.020160557759558634,143,finance
0.12223380336039978,-0.08237978333235979,144,finance
0.40696710515788553,0.5641350458008633,145,finance
0.2377168615933292,0.04922635466151115,146,finance
0.18514887085969176,-0.1377242316822191,147,finance
0.189163624036948,-0.27923164376660947,148,finance
0.13845126483740267,-0.07113570522351868,149,finance
0.16639985811910943,-0.41206895021402584,150,finance
0.1788977003641947,-0.2710185892305667,151,finance
0.16215238165124554,-0.381542179396386,152,finance
0.1941746537232692,-0.277009985590899,153,finance
0.2089906446965784,0.21150630265089368,154,finance
0.4391842288125367,0.6543036563474225,155,finance
0.2556407852814224,0.15407769889370765,156,finance
0.23285063104727183,-0.16044657173549928,157,finance
0.21654656075607032,-0.012580258808069388,158,finance
0.4009454744008552,0.5417821789016717,159,finance
0.20903061050160038,0.033213519764485624,160,finance
0.1495769050910631,-0.07056751311290335,161,finance
0.2342037989439361,-0.16124362877376175,162,finance
0.11934258940555408,-0.04744324175005426,163,finance
0.09708559906656365,-0.02698648517072565,164,finance
0.1404414862029937,-0.10358341089081184,165,finance
0.14465790178117066,-0.09527764423411463,166,finance
0.1086960191085381,-0.18162462741545235,167,finance
0.15636524178699154,-0.17526755489666038,168,finance
0.11182801212216266,-0.05204726011545793,169,finance
0.0816993589349789,-0.03840517973121281,170,finance
0.09992891956594571,-0.09460733752650752,171,finance
0.13628506011688876,-0.14395007925696063,172,finance
0.15783291991531895,0.004956363019863879,173,finance
0.15059936338768387,-0.16226384861716067,174,finance
0.16664337788301392,-0.15677246563693706,175,finance
0.12342889821223067,-0.08863679215603151,176,finance
0.12208243123086515,-0.08704982582013687,177,finance
0.07947797006502698,-0.053764712652237916,178,finance
0.09112472829431618,-0.16335341647668228,179,finance
0.18053171062275944,-0.0697938204603319,180,finance
0.116351482300862,-0.1372780880830525,181,finance
0.11567884647794784,-0.043722374731036746,182,finance
0.09034507956121807,-0.05837132299470257,183,finance
0.08682954506454098,-0.04556222919855758,184,finance
0.09404278727362467,-0.03050159437187108,185,finance
0.09982132420774628,-0.05477491365876085,186,finance
0.10508728935298303,-0.142544142349697,187,finance
0.10393260774585233,-0.013289664661932488,188,finance
0.07774289721650639,-0.1199210877439349,189,finance
0.08234345467347207,-0.11449667581482269,190,finance
0.17305803834307892,-0.12765564293832882,191,finance
0.10180702044113872,-0.035804618664344826,192,finance
0.15435108819833304,-0.06472372716029426,193,finance
0.13780673683495262,-0.08745517980927711,194,finance
0.08830553769138284,-0.12476384539269954,195,finance
0.2007802070455046,-0.11435320148283606,196,finance
0.12088608645341564,-0.09396620599680075,197,finance
0.13060583690936955,0.004874987961104101,198,finance
0.12083979736875608,0.04830336751158927,199,finance
0.09606232880005064,-0.010713718456959469,200,finance
